H,112
H,86
H,62
H,22
H,0
H,0
H,0
H,8
H,50
H,88
H,89
H,64
H,99
H,138
H,182
H,235
H,290
H,345
H,361
H,349
H,324
H,287
H,233
H,184
H,152
H,131
H,116
H,106
H,98
H,92
H,90
H,88
H,85
H,84
H,84
H,85
H,85
H,85
H,85
H,86
H,86
H,87
H,87
H,88
H,89
H,90
H,89
H,90
H,90
H,90
H,91
H,91
H,92
H,91
H,92
H,92
H,92
H,93
H,93
H,92
C,90
C,97
C,107
C,116
C,123
C,128
C,131
C,134
C,136
C,137
C,138
C,139
C,142
C,141
C,141
C,144
C,143
C,143
C,147
C,145
C,146
C,149
C,148
C,148
C,151
C,151
C,150
C,154
C,152
C,153
C,155
C,153
C,154
C,157
C,156
C,156
C,159
C,157
C,158
C,160
C,158
C,159
C,161
C,160
C,160
C,162
C,161
C,161
C,163
C,162
C,162
C,165
C,163
C,163
C,163
C,164
C,164
C,164
C,165
C,165
C,165
C,169
C,165
C,166
C,169
C,166
C,166
C,168
C,166
C,166
C,169
C,167
C,167
C,170
C,167
C,168
C,169
C,168
C,167
C,171
C,168
C,169
C,171
C,168
C,168
C,170
C,169
C,169
C,170
C,169
R,169
H,170
H,187
H,196
H,191
H,178
H,162
H,147
H,134
H,124
H,117
H,110
H,105
H,101
H,98
H,97
H,95
H,94
H,93
H,92
H,92
H,91
H,91
H,91
H,91
H,91
H,88
H,80
H,82
H,85
H,88
H,90
H,91
H,93
H,95
H,95
H,96
H,98
H,99
H,99
H,100
H,101
H,101
H,102
H,103
H,103
H,104
H,104
H,105
H,105
H,105
H,106
H,106
H,106
H,107
H,107
H,107
H,108
H,108
H,108
H,108
C,133
C,146
C,147
C,147
C,149
C,147
C,147
C,150
C,148
C,148
C,150
C,149
C,148
C,152
C,149
C,151
C,153
C,151
C,152
C,155
C,153
C,154
C,154
C,148
C,155
C,156
C,137
C,156
C,157
C,131
C,159
C,159
C,133
C,160
C,160
C,136
C,161
C,162
C,139
C,163
C,163
C,143
C,163
C,164
C,148
C,165
C,165
C,153
C,166
C,166
C,161
C,167
C,166
C,165
C,167
C,167
C,169
C,168
C,168
C,171
C,169
C,169
C,172
C,169
C,169
C,174
C,170
C,170
C,171
C,172
C,170
C,173
C,166
C,171
C,170
C,153
C,171
C,171
C,140
C,171
C,171
C,135
C,171
C,172
C,136
C,173
C,172
C,138
C,172
C,172
R,149
H,175
H,122
H,124
H,126
H,127
H,127
H,127
H,125
H,124
H,123
H,121
H,120
H,119
H,117
H,117
H,115
H,114
H,113
H,111
H,111
H,110
H,109
H,110
H,109
H,107
H,105
H,104
H,106
H,106
H,104
H,104
H,103
H,101
H,101
H,100
H,100
H,100
H,100
H,100
H,100
H,99
H,98
H,99
H,94
H,97
H,92
H,95
H,98
H,95
H,97
H,96
H,95
H,95
H,93
H,96
H,105
H,84
H,120
H,80
H,73
C,112
C,165
C,127
C,159
